symbol,timestamp,datetime,direction,move_pct,low,high,rsi,bb_pct_b,zscore,volume_ratio,funding_rate,sma_slope_pct
1000SATSUSDT,1776373200000,2026-04-16 22:00,DOWN,16.374269005847957,1.71e-05,1.99e-05,52.631578947368475,0.7186186580487968,0.8744746321951827,0.5413162393947546,5e-05,-0.1615688248982564
1000SATSUSDT,1776384000000,2026-04-17 01:00,UP,25.69832402234637,1.79e-05,2.25e-05,43.47826086956519,0.21485914053837163,-1.14056343784651,1.2898730225051682,5e-05,0.012269495868050874
1000SATSUSDT,1776387600000,2026-04-17 02:00,DOWN,24.519230769230763,2.08e-05,2.59e-05,95.00000000000004,1.1110614531006886,2.444245812402753,3.9839169357516258,5e-05,0.29330245939024613
1000SATSUSDT,1776394800000,2026-04-17 04:00,UP,11.467889908256879,2.18e-05,2.43e-05,59.999999999999986,0.681426738187178,0.7257069527487128,0.8377523505705042,5e-05,0.33194925227971056
1000SATSUSDT,1776398400000,2026-04-17 05:00,DOWN,10.045662100456617,2.19e-05,2.41e-05,62.295081967213115,0.7453259645764939,0.9813038583059753,0.6549458014257226,5e-05,0.4070335663072181
1000SATSUSDT,1776402000000,2026-04-17 06:00,DOWN,11.999999999999986,2e-05,2.24e-05,27.906976744186053,0.003657693591210954,-1.9853692256351583,0.502510481509058,5e-05,0.2198180177748739
1000SATSUSDT,1776405600000,2026-04-17 07:00,DOWN,11.45833333333333,1.92e-05,2.14e-05,32.20338983050844,0.11549214107308096,-1.5380314357076772,0.8767904406983426,5e-05,-0.217216891635504
1000RATSUSDT,1774821600000,2026-03-29 23:00,UP,11.58878504672897,0.0428,0.04776,52.7426160337554,0.6264418008505133,0.505767203402048,0.835197542563305,0.00013248,-0.08135684854799927
1000RATSUSDT,1775656800000,2026-04-08 15:00,DOWN,12.010294538175586,0.03497,0.03917,58.20895522388031,0.6202531645569491,0.48101265822780076,1.8857889006767485,0.00013248,-0.012797635996649397
1000RATSUSDT,1775660400000,2026-04-08 16:00,UP,12.66992930940728,0.03678,0.04144,40.625000000000064,0.08296807615553209,-1.668127695377868,5.068237014314102,0.00013248,0.008120016885093471
1000RATSUSDT,1776340800000,2026-04-16 13:00,DOWN,10.97999999999999,0.05,0.05549,68.05293005671072,1.0336500624681888,2.134600249872753,2.0272774390015615,0.00013248,0.22876630894828795
1000RATSUSDT,1776344400000,2026-04-16 14:00,DOWN,24.92732558139535,0.04128,0.05157,35.947712418300654,0.022609599493640727,-1.9095616020254367,3.0800873996685842,0.00013248,0.24250913896915824
1000RATSUSDT,1776348000000,2026-04-16 15:00,UP,10.975609756097553,0.041,0.0455,9.123117803365787,0.0009593044900084109,-1.9961627820399668,1.4609681419314275,0.00013248,-0.0654687674406925
1000RATSUSDT,1776355200000,2026-04-16 17:00,DOWN,11.640696608615952,0.04364,0.04872,61.363636363636374,0.7995725470498378,1.1982901881993504,1.221434832989757,0.00013248,-0.21952736508169837
1000RATSUSDT,1776387600000,2026-04-17 02:00,DOWN,20.00000000000001,0.04155,0.04986,84.23295454545455,1.2951988035469004,3.1807952141875973,9.476451959692378,0.00013248,0.051793427427835256
1000RATSUSDT,1776949200000,2026-04-23 14:00,UP,36.22857142857141,0.035,0.04768,50.0,0.33716706533661217,-0.6513317386535491,2.229356675920493,0.00013248,0.06811425357873127
1000RATSUSDT,1776952800000,2026-04-23 15:00,DOWN,24.172185430463568,0.03926,0.04875,63.453325198291644,0.9554278222356911,1.821711288942764,0.5739109951038507,0.00013248,0.3591542555469149
1000RATSUSDT,1776960000000,2026-04-23 17:00,DOWN,15.89403973509934,0.03624,0.042,64.49044585987264,0.4850362425537767,-0.05985502978489308,1.3295316811240119,0.00013248,0.16504400005066042
ACEUSDT,1775368800000,2026-04-05 07:00,DOWN,10.017123287671234,0.1168,0.1285,55.35714285714288,0.8160239453279176,1.2640957813116638,1.0756897420791887,5e-05,0.04103806769327913
ACEUSDT,1776492000000,2026-04-18 07:00,UP,11.323529411764703,0.136,0.1514,70.68965517241396,0.8493572902404083,1.3974291609616365,2.4510722806276077,5e-05,0.04989151965521887
ACEUSDT,1776495600000,2026-04-18 08:00,UP,25.80645161290321,0.1395,0.1755,48.75776397515529,0.6389350533942459,0.5557402135769838,1.40609773499598,5e-05,0.1507907921744462
ACEUSDT,1776499200000,2026-04-18 09:00,DOWN,38.250180766449745,0.1383,0.1912,72.62569832402237,1.0848160611282582,2.339264244513033,7.071313039467907,5e-05,0.3146175108897517
ACEUSDT,1776506400000,2026-04-18 11:00,UP,17.074877536738985,0.1429,0.1673,57.8947368421053,0.6505052519346489,0.6020210077385936,0.5880594737206878,5e-05,0.11381854018474973
